"Dealer ID",Code,"Total Point before this ","Membership Level","Subgroup ID","Subgroup Name",Quantity,Point,"Offer Point","Item Point","Item Point Should Membership Wise","Original Point Should Be","Amount Difference","Pay Status",Date
5445,DPU-1114-40/2022,3024.38,NCF,26,"REBELITE SPD",18.2,18.2,0,1,1,18.2,0,"Payment Ok","2022-03-02 23:48:29"
5445,DPU-1114-41/2022,3236.4,NCF,26,"REBELITE SPD",54.6,54.6,0,1,1,54.6,0,"Payment Ok","2022-03-02 23:52:49"
5445,DPU-1114-41/2022,3236.4,NCF,24,"QUICK DRYING ENAMEL",18.2,18.2,0,1,1,18.2,0,"Payment Ok","2022-03-02 23:52:49"
5445,DPU-1114-41/2022,3236.4,NCF,239,"THINNER T-1 GENERAL PURPOSE THINNER",4,0,0,0,0,0,0,"Payment Ok","2022-03-02 23:52:49"
5445,DPU-1114-41/2022,3236.4,NCF,1,"SMOOTH EXTERIOR",3.64,3.64,0,1,1,3.64,0,"Payment Ok","2022-03-02 23:52:49"
5445,DPU-1114-42/2022,3312.84,NCF,1,"SMOOTH EXTERIOR",116.38,116.38,0,1,1,116.38,0,"Payment Ok","2022-03-03 00:01:17"
5445,DPU-1114-42/2022,3312.84,NCF,26,"REBELITE SPD",280.28,280.28,0,1,1,280.28,0,"Payment Ok","2022-03-03 00:01:17"
5445,DPU-1114-42/2022,3312.84,NCF,213,"MASTER COAT PASTEL BASE",174.72,262.08,0,1.5,1.5,262.08,0,"Payment Ok","2022-03-03 00:01:17"
5445,DPU-1114-42/2022,3312.84,NCF,44,"MASTER COAT EXTERIOR WALL SEALER",43.68,43.68,0,1,1,43.68,0,"Payment Ok","2022-03-03 00:01:17"
5445,DPU-1114-42/2022,3312.84,NCF,19,"LUCKY SEVEN SYN. ENAMEL",14.56,14.56,0,1,1,14.56,0,"Payment Ok","2022-03-03 00:01:17"
5445,DPU-1114-42/2022,3312.84,NCF,239,"THINNER T-1 GENERAL PURPOSE THINNER",4,0,0,0,0,0,0,"Payment Ok","2022-03-03 00:01:17"
5445,DPU-1114-43/2022,4029.82,NCF,3,"ACLOSE SEALER",80.08,80.08,0,1,1,80.08,0,"Payment Ok","2022-03-03 00:05:02"
5445,DPU-1114-44/2022,4109.9,NCF,3,"ACLOSE SEALER",200.2,200.2,0,1,1,200.2,0,"Payment Ok","2022-03-03 00:13:19"
5445,DPU-1114-44/2022,4109.9,NCF,219,"PLASTIC EMULSION PASTEL BASE",180.2,180.2,0,1,1,180.2,0,"Payment Ok","2022-03-03 00:13:19"
5445,DPU-1114-44/2022,4109.9,NCF,216,"SMOOTH EXTERIOR TRANSPERANT BASE",14.56,14.56,0,1,1,14.56,0,"Payment Ok","2022-03-03 00:13:19"
5445,DPU-1114-45/2022,4504.86,NCF,19,"LUCKY SEVEN SYN. ENAMEL",24,24,0,1,1,24,0,"Payment Ok","2022-03-03 00:24:17"
5445,DPU-1114-45/2022,4504.86,NCF,214,"SMOOTH EXTERIOR MEDIUM BASE",7.28,7.28,0,1,1,7.28,0,"Payment Ok","2022-03-03 00:24:17"
5445,DPU-1114-45/2022,4504.86,NCF,51,"SALT SEAL",7.28,21.84,0,3,3,21.84,0,"Payment Ok","2022-03-03 00:24:17"
5445,DPU-1114-45/2022,4504.86,NCF,217,"MASTER COAT TRANSPERANT",122.04,183.06,0,1.5,1.5,183.06,0,"Payment Ok","2022-03-03 00:24:17"
5445,DPU-1114-45/2022,4504.86,NCF,64,"3 IN 1 PUTTY MIX",20,60,0,3,3,60,0,"Payment Ok","2022-03-03 00:24:17"
5445,DPU-1114-45/2022,4504.86,NCF,239,"THINNER T-1 GENERAL PURPOSE THINNER",24,0,0,0,0,0,0,"Payment Ok","2022-03-03 00:24:17"
5445,DPU-1114-45/2022,4504.86,NCF,201,"MARELITE RED LEAD PRIMER",3.64,3.64,0,1,1,3.64,0,"Payment Ok","2022-03-03 00:24:17"
5445,DPU-1114-46/2022,4804.68,NCF,51,"SALT SEAL",171.08,513.24,0,3,3,513.24,0,"Payment Ok","2022-03-03 00:27:11"
5445,DPU-1114-47/2022,5317.92,NCF,215,"SMOOTH EXTERIOR PASTEL BASE",139.23,139.23,0,1,1,139.23,0,"Payment Ok","2022-03-03 00:41:21"
5445,DPU-1114-47/2022,5317.92,NCF,219,"PLASTIC EMULSION PASTEL BASE",127.4,127.4,0,1,1,127.4,0,"Payment Ok","2022-03-03 00:41:21"
5445,DPU-1114-47/2022,5317.92,NCF,26,"REBELITE SPD",109.2,109.2,0,1,1,109.2,0,"Payment Ok","2022-03-03 00:41:21"
5445,DPU-1114-47/2022,5317.92,NCF,333,"ACTIVE INTERIOR SEALER",91,91,0,1,1,91,0,"Payment Ok","2022-03-03 00:41:21"
5445,DPU-1114-47/2022,5317.92,NCF,19,"LUCKY SEVEN SYN. ENAMEL",21.84,21.84,0,1,1,21.84,0,"Payment Ok","2022-03-03 00:41:21"
5445,DPU-1114-48/2022,5806.59,NCF,26,"REBELITE SPD",127.4,127.4,0,1,1,127.4,0,"Payment Ok","2022-03-03 00:47:24"
5445,DPU-1114-48/2022,5806.59,NCF,19,"LUCKY SEVEN SYN. ENAMEL",23.66,23.66,0,1,1,23.66,0,"Payment Ok","2022-03-03 00:47:24"
5445,DPU-1114-48/2022,5806.59,NCF,3,"ACLOSE SEALER",91,91,0,1,1,91,0,"Payment Ok","2022-03-03 00:47:24"
5445,DPU-1114-48/2022,5806.59,NCF,45,"WALLELITE WATER SEALER-INTERIOR",72.8,72.8,0,1,1,72.8,0,"Payment Ok","2022-03-03 00:47:24"
5445,DPU-1114-48/2022,5806.59,NCF,218,"PLASTIC EMULSION MEDIUM BASE",8.19,8.19,0,1,1,8.19,0,"Payment Ok","2022-03-03 00:47:24"
5445,DPU-1114-49/2022,6129.64,NCF,3,"ACLOSE SEALER",72.8,72.8,0,1,1,72.8,0,"Payment Ok","2022-03-03 00:53:45"
5445,DPU-1114-49/2022,6129.64,NCF,19,"LUCKY SEVEN SYN. ENAMEL",20.02,20.02,0,1,1,20.02,0,"Payment Ok","2022-03-03 00:53:45"
5445,DPU-1114-49/2022,6129.64,NCF,220,"PLASTIC EMULSION TRANSPERANT BASE",20.02,20.02,0,1,1,20.02,0,"Payment Ok","2022-03-03 00:53:45"
5445,DPU-1114-49/2022,6129.64,NCF,44,"MASTER COAT EXTERIOR WALL SEALER",20.02,20.02,0,1,1,20.02,0,"Payment Ok","2022-03-03 00:53:45"
5445,DPU-1114-49/2022,6129.64,NCF,31,"SUPREME ELITECEM",20.02,20.02,0,1,1,20.02,0,"Payment Ok","2022-03-03 00:53:45"
5445,DPU-1114-50/2022,6282.52,NCF,219,"PLASTIC EMULSION PASTEL BASE",58.24,58.24,0,1,1,58.24,0,"Payment Ok","2022-03-03 00:59:54"
5445,DPU-1114-50/2022,6282.52,NCF,45,"WALLELITE WATER SEALER-INTERIOR",50.96,50.96,0,1,1,50.96,0,"Payment Ok","2022-03-03 00:59:54"
5445,DPU-1114-50/2022,6282.52,NCF,19,"LUCKY SEVEN SYN. ENAMEL",20.02,20.02,0,1,1,20.02,0,"Payment Ok","2022-03-03 00:59:54"
5445,DPU-1114-50/2022,6282.52,NCF,215,"SMOOTH EXTERIOR PASTEL BASE",36.4,36.4,0,1,1,36.4,0,"Payment Ok","2022-03-03 00:59:54"
5445,DPU-1114-50/2022,6282.52,NCF,26,"REBELITE SPD",29.12,29.12,0,1,1,29.12,0,"Payment Ok","2022-03-03 00:59:54"
5445,DPU-1114-51/2022,6477.26,NCF,3,"ACLOSE SEALER",5.42,5.42,0,1,1,5.42,0,"Payment Ok","2022-03-03 01:13:19"
5445,DPU-1114-51/2022,6477.26,NCF,43,"WALL PUTTY",3.64,3.64,0,1,1,3.64,0,"Payment Ok","2022-03-03 01:13:19"
5445,DPU-1114-51/2022,6477.26,NCF,1,"SMOOTH EXTERIOR",3.64,3.64,0,1,1,3.64,0,"Payment Ok","2022-03-03 01:13:19"
5445,DPU-1114-51/2022,6477.26,NCF,40,"VICTORY U ACRO PRIMER",3.64,3.64,0,1,1,3.64,0,"Payment Ok","2022-03-03 01:13:19"
5445,DPU-1114-51/2022,6477.26,NCF,19,"LUCKY SEVEN SYN. ENAMEL",3.64,3.64,0,1,1,3.64,0,"Payment Ok","2022-03-03 01:13:19"
5445,DPU-1114-51/2022,6477.26,NCF,219,"PLASTIC EMULSION PASTEL BASE",12.74,12.74,0,1,1,12.74,0,"Payment Ok","2022-03-03 01:13:19"
5445,DPU-1114-51/2022,6477.26,NCF,44,"MASTER COAT EXTERIOR WALL SEALER",3.64,3.64,0,1,1,3.64,0,"Payment Ok","2022-03-03 01:13:19"
5445,DPU-1114-51/2022,6477.26,NCF,217,"MASTER COAT TRANSPERANT",22.75,34.12,0,1.4997802197802,1.5,34.125,-0.0050000000000026,"Down Paid","2022-03-03 01:13:19"
5445,DPU-1114-52/2022,6547.745,NCF,3,"ACLOSE SEALER",30.98,30.98,0,1,1,30.98,0,"Payment Ok","2022-03-03 01:18:19"
5445,DPU-1114-52/2022,6547.745,NCF,43,"WALL PUTTY",6.36,6.36,0,1,1,6.36,0,"Payment Ok","2022-03-03 01:18:19"
5445,DPU-1114-52/2022,6547.745,NCF,1,"SMOOTH EXTERIOR",1.82,1.82,0,1,1,1.82,0,"Payment Ok","2022-03-03 01:18:19"
5445,DPU-1114-52/2022,6547.745,NCF,19,"LUCKY SEVEN SYN. ENAMEL",9.1,9.1,0,1,1,9.1,0,"Payment Ok","2022-03-03 01:18:19"
5445,DPU-1114-53/2022,6596.005,NCF,21,"PLASTELITE PLASTIC EMULSION",72.8,72.8,0,1,1,72.8,0,"Payment Ok","2022-03-03 01:20:02"
5445,DPU-1114-53/2022,6596.005,NCF,44,"MASTER COAT EXTERIOR WALL SEALER",36.4,36.4,0,1,1,36.4,0,"Payment Ok","2022-03-03 01:20:02"
5445,DPU-1114-54/2022,6705.205,NCF,2,"MASTER COAT",72.8,109.2,0,1.5,1.5,109.2,1.4210854715202E-14,"Over Paid","2022-03-03 01:25:27"
5445,DPU-1114-54/2022,6705.205,NCF,225,"SILK DE LUXE PASTEL BASE",36.4,54.6,0,1.5,1.5,54.6,7.105427357601E-15,"Over Paid","2022-03-03 01:25:27"
5445,DPU-1114-54/2022,6705.205,NCF,43,"WALL PUTTY",150,150,0,1,1,150,0,"Payment Ok","2022-03-03 01:25:27"
5445,DPU-1114-54/2022,6705.205,NCF,19,"LUCKY SEVEN SYN. ENAMEL",3.64,3.64,0,1,1,3.64,0,"Payment Ok","2022-03-03 01:25:27"
5445,DPU-1114-55/2022,7022.645,NCF,44,"MASTER COAT EXTERIOR WALL SEALER",109.2,109.2,0,1,1,109.2,0,"Payment Ok","2022-03-03 01:27:43"
5445,DPU-1114-56/2022,7131.845,NCF,3,"ACLOSE SEALER",72.8,72.8,0,1,1,72.8,0,"Payment Ok","2022-03-03 01:33:05"
5445,DPU-1114-56/2022,7131.845,NCF,2,"MASTER COAT",29.12,43.68,0,1.5,1.5,43.68,0,"Payment Ok","2022-03-03 01:33:05"
5445,DPU-1114-56/2022,7131.845,NCF,21,"PLASTELITE PLASTIC EMULSION",145.6,145.6,0,1,1,145.6,0,"Payment Ok","2022-03-03 01:33:05"
5445,DPU-1114-56/2022,7131.845,NCF,26,"REBELITE SPD",163.8,163.8,0,1,1,163.8,0,"Payment Ok","2022-03-03 01:33:05"
5445,DPU-1114-57/2022,7557.725,NCF,19,"LUCKY SEVEN SYN. ENAMEL",47.32,47.32,0,1,1,47.32,0,"Payment Ok","2022-03-03 01:37:04"
5445,DPU-1114-57/2022,7557.725,NCF,1,"SMOOTH EXTERIOR",80.08,80.08,0,1,1,80.08,0,"Payment Ok","2022-03-03 01:37:04"
5445,DPU-1114-57/2022,7557.725,NCF,44,"MASTER COAT EXTERIOR WALL SEALER",127.4,127.4,0,1,1,127.4,0,"Payment Ok","2022-03-03 01:37:04"
5445,DPU-1114-57/2022,7557.725,NCF,184,"ELITE MARINE RED LEAD PRIMER",7.28,7.28,0,1,1,7.28,0,"Payment Ok","2022-03-03 01:37:04"
5445,DPU-1114-57/2022,7557.725,NCF,24,"QUICK DRYING ENAMEL",1.82,1.82,0,1,1,1.82,0,"Payment Ok","2022-03-03 01:37:04"
5445,DPU-1114-58/2022,7821.625,NCF,26,"REBELITE SPD",18.2,18.2,0,1,1,18.2,0,"Payment Ok","2022-03-03 01:38:41"
5445,DPU-1114-58/2022,7821.625,NCF,24,"QUICK DRYING ENAMEL",3.64,3.64,0,1,1,3.64,0,"Payment Ok","2022-03-03 01:38:41"
5445,DPU-1114-59/2022,7843.465,NCF,21,"PLASTELITE PLASTIC EMULSION",14.56,14.56,0,1,1,14.56,0,"Payment Ok","2022-03-03 01:48:41"
5445,DPU-1114-59/2022,7843.465,NCF,227,"SILK DE LUXE MEDIUM BASE",7.28,10.92,0,1.5,1.5,10.92,0,"Payment Ok","2022-03-03 01:48:41"
5445,DPU-1114-59/2022,7843.465,NCF,26,"REBELITE SPD",7.28,7.28,0,1,1,7.28,0,"Payment Ok","2022-03-03 01:48:41"
5445,DPU-1114-59/2022,7843.465,NCF,19,"LUCKY SEVEN SYN. ENAMEL",1,1,0,1,1,1,0,"Payment Ok","2022-03-03 01:48:41"
5445,DPU-1114-60/2022,7877.225,NCF,2,"MASTER COAT",109.2,163.8,0,1.5,1.5,163.8,0,"Payment Ok","2022-03-03 01:54:52"
5445,DPU-1114-60/2022,7877.225,NCF,19,"LUCKY SEVEN SYN. ENAMEL",36.4,36.4,0,1,1,36.4,0,"Payment Ok","2022-03-03 01:54:52"
5445,DPU-1114-60/2022,7877.225,NCF,26,"REBELITE SPD",91,91,0,1,1,91,0,"Payment Ok","2022-03-03 01:54:52"
5445,DPU-1114-61/2022,8168.425,NCF,44,"MASTER COAT EXTERIOR WALL SEALER",36.4,36.4,0,1,1,36.4,0,"Payment Ok","2022-03-03 02:00:00"
5445,DPU-1114-61/2022,8168.425,NCF,43,"WALL PUTTY",50,50,0,1,1,50,0,"Payment Ok","2022-03-03 02:00:00"
5445,DPU-1114-61/2022,8168.425,NCF,21,"PLASTELITE PLASTIC EMULSION",20.02,20.02,0,1,1,20.02,0,"Payment Ok","2022-03-03 02:00:00"
5445,DPU-1114-61/2022,8168.425,NCF,19,"LUCKY SEVEN SYN. ENAMEL",2.73,2.73,0,1,1,2.73,0,"Payment Ok","2022-03-03 02:00:00"
5445,DPU-1114-62/2022,8277.575,NCF,21,"PLASTELITE PLASTIC EMULSION",28.21,28.21,0,1,1,28.21,0,"Payment Ok","2022-03-03 02:05:17"
5445,DPU-1114-62/2022,8277.575,NCF,216,"SMOOTH EXTERIOR TRANSPERANT BASE",54.6,54.6,0,1,1,54.6,0,"Payment Ok","2022-03-03 02:05:17"
5445,DPU-1114-62/2022,8277.575,NCF,44,"MASTER COAT EXTERIOR WALL SEALER",36.4,36.4,0,1,1,36.4,0,"Payment Ok","2022-03-03 02:05:17"
5445,DPU-1114-62/2022,8277.575,NCF,43,"WALL PUTTY",5,5,0,1,1,5,0,"Payment Ok","2022-03-03 02:05:17"
5445,DPU-1114-62/2022,8277.575,NCF,19,"LUCKY SEVEN SYN. ENAMEL",7.28,7.28,0,1,1,7.28,0,"Payment Ok","2022-03-03 02:05:17"
5445,DPU-1114-62/2022,8277.575,NCF,2,"MASTER COAT",1.82,2.73,0,1.5,1.5,2.73,4.4408920985006E-16,"Over Paid","2022-03-03 02:05:17"
5445,DPU-1114-63/2022,8411.795,NCF,44,"MASTER COAT EXTERIOR WALL SEALER",91,91,0,1,1,91,0,"Payment Ok","2022-03-03 02:09:59"
5445,DPU-1114-63/2022,8411.795,NCF,1,"SMOOTH EXTERIOR",29.12,29.12,0,1,1,29.12,0,"Payment Ok","2022-03-03 02:09:59"
5445,DPU-1114-63/2022,8411.795,NCF,26,"REBELITE SPD",47.32,47.32,0,1,1,47.32,0,"Payment Ok","2022-03-03 02:09:59"
5445,DPU-1114-63/2022,8411.795,NCF,19,"LUCKY SEVEN SYN. ENAMEL",18.2,18.2,0,1,1,18.2,0,"Payment Ok","2022-03-03 02:09:59"
5445,DPU-1114-63/2022,8411.795,NCF,55,"ILLUMINA GLITTER - GOLD",1,8,0,8,8,8,0,"Payment Ok","2022-03-03 02:09:59"
5445,DPU-1114-64/2022,8605.435,NCF,21,"PLASTELITE PLASTIC EMULSION",54.6,54.6,0,1,1,54.6,0,"Payment Ok","2022-03-03 02:14:01"
5445,DPU-1114-65/2022,8660.035,NCF,3,"ACLOSE SEALER",345.8,345.8,0,1,1,345.8,0,"Payment Ok","2022-03-03 02:20:44"
5445,DPU-1114-65/2022,8660.035,NCF,51,"SALT SEAL",36.4,109.2,0,3,3,109.2,1.4210854715202E-14,"Over Paid","2022-03-03 02:20:44"
5445,DPU-1114-65/2022,8660.035,NCF,64,"3 IN 1 PUTTY MIX",180,540,0,3,3,540,0,"Payment Ok","2022-03-03 02:20:44"
5445,DPU-1114-65/2022,8660.035,NCF,19,"LUCKY SEVEN SYN. ENAMEL",30.94,30.94,0,1,1,30.94,0,"Payment Ok","2022-03-03 02:20:44"
5445,DPU-1114-66/2022,9685.975,NCF,2,"MASTER COAT",287.26,430.89,0,1.5,1.5,430.89,0,"Payment Ok","2022-03-03 02:26:22"
5445,DPU-1114-66/2022,9685.975,NCF,217,"MASTER COAT TRANSPERANT",204.14,306.21,0,1.5,1.5,306.21,0,"Payment Ok","2022-03-03 02:26:22"
5445,DPU-1114-66/2022,9685.975,NCF,1,"SMOOTH EXTERIOR",94.64,94.64,0,1,1,94.64,0,"Payment Ok","2022-03-03 02:26:22"
5445,DPU-1114-66/2022,9685.975,NCF,26,"REBELITE SPD",40.04,40.04,0,1,1,40.04,0,"Payment Ok","2022-03-03 02:26:22"
5445,DPU-1114-66/2022,9685.975,NCF,44,"MASTER COAT EXTERIOR WALL SEALER",145.6,145.6,0,1,1,145.6,0,"Payment Ok","2022-03-03 02:26:22"
5445,DPU-1114-67/2022,10703.355,NCF,21,"PLASTELITE PLASTIC EMULSION",142.87,142.87,0,1,1,142.87,0,"Payment Ok","2022-03-03 02:30:28"
5445,DPU-1114-67/2022,10703.355,NCF,217,"MASTER COAT TRANSPERANT",7.28,10.92,0,1.5,1.5,10.92,0,"Payment Ok","2022-03-03 02:30:28"
5445,DPU-1114-67/2022,10703.355,NCF,43,"WALL PUTTY",425,425,0,1,1,425,0,"Payment Ok","2022-03-03 02:30:28"
5445,DPU-1114-68/2022,11282.145,NCF,216,"SMOOTH EXTERIOR TRANSPERANT BASE",65.52,65.52,0,1,1,65.52,0,"Payment Ok","2022-03-03 02:44:33"
5445,DPU-1114-68/2022,11282.145,NCF,51,"SALT SEAL",43.68,131.04,0,3,3,131.04,0,"Payment Ok","2022-03-03 02:44:33"
5445,DPU-1114-68/2022,11282.145,NCF,3,"ACLOSE SEALER",247.52,247.52,0,1,1,247.52,0,"Payment Ok","2022-03-03 02:44:33"
5445,DPU-1114-68/2022,11282.145,NCF,26,"REBELITE SPD",239.28,239.28,0,1,1,239.28,0,"Payment Ok","2022-03-03 02:44:33"
5445,DPU-1114-68/2022,11282.145,NCF,43,"WALL PUTTY",30,30,0,1,1,30,0,"Payment Ok","2022-03-03 02:44:33"
5445,DPU-1114-69/2022,11995.505,NCF,24,"QUICK DRYING ENAMEL",66.43,66.43,0,1,1,66.43,0,"Payment Ok","2022-03-03 02:52:17"
5445,DPU-1114-69/2022,11995.505,NCF,64,"3 IN 1 PUTTY MIX",50,150,0,3,3,150,0,"Payment Ok","2022-03-03 02:52:17"
5445,DPU-1114-69/2022,11995.505,NCF,19,"LUCKY SEVEN SYN. ENAMEL",45.5,45.5,0,1,1,45.5,0,"Payment Ok","2022-03-03 02:52:17"
5445,DPU-1114-69/2022,11995.505,NCF,213,"MASTER COAT PASTEL BASE",156.52,234.78,0,1.5,1.5,234.78,-2.8421709430404E-14,"Down Paid","2022-03-03 02:52:17"
5445,DPU-1114-69/2022,11995.505,NCF,44,"MASTER COAT EXTERIOR WALL SEALER",207.48,207.48,0,1,1,207.48,0,"Payment Ok","2022-03-03 02:52:17"
5445,DPU-1114-70/2022,12699.695,NCF,218,"PLASTIC EMULSION MEDIUM BASE",91,91,0,1,1,91,0,"Payment Ok","2022-03-03 02:55:23"
5445,DPU-1114-71/2022,12790.695,NCF,64,"3 IN 1 PUTTY MIX",120.12,360.36,0,3,3,360.36,0,"Payment Ok","2022-03-03 03:17:37"
5445,DPU-1114-71/2022,12790.695,NCF,3,"ACLOSE SEALER",120.12,120.12,0,1,1,120.12,0,"Payment Ok","2022-03-03 03:17:37"
5445,DPU-1114-71/2022,12790.695,NCF,227,"SILK DE LUXE MEDIUM BASE",9.1,13.65,0,1.5,1.5,13.65,1.7763568394003E-15,"Over Paid","2022-03-03 03:17:37"
5445,DPU-1114-71/2022,12790.695,NCF,217,"MASTER COAT TRANSPERANT",20,30,0,1.5,1.5,30,0,"Payment Ok","2022-03-03 03:17:37"
5445,DPU-1114-71/2022,12790.695,NCF,43,"WALL PUTTY",25,25,0,1,1,25,0,"Payment Ok","2022-03-03 03:17:37"
5445,DPU-1114-72/2022,13339.825,NCF,44,"MASTER COAT EXTERIOR WALL SEALER",101.92,101.92,0,1,1,101.92,0,"Payment Ok","2022-03-03 03:20:24"
5445,DPU-1114-72/2022,13339.825,NCF,216,"SMOOTH EXTERIOR TRANSPERANT BASE",333.05,333.05,0,1,1,333.05,0,"Payment Ok","2022-03-03 03:20:24"
5445,DPU-1114-72/2022,13339.825,NCF,51,"SALT SEAL",30.94,92.82,0,3,3,92.82,-1.4210854715202E-14,"Down Paid","2022-03-03 03:20:24"
5445,DPU-1114-72/2022,13339.825,NCF,24,"QUICK DRYING ENAMEL",50.96,50.96,0,1,1,50.96,0,"Payment Ok","2022-03-03 03:20:24"
5445,DPU-1114-72/2022,13339.825,NCF,224,"SPD PESTAL BASE",116.48,116.48,0,1,1,116.48,0,"Payment Ok","2022-03-03 03:20:24"
5445,DPU-1114-73/2022,14035.055,NCF,21,"PLASTELITE PLASTIC EMULSION",189.28,189.28,0,1,1,189.28,0,"Payment Ok","2022-03-03 03:21:30"
5445,DPU-1114-73/2022,14035.055,NCF,19,"LUCKY SEVEN SYN. ENAMEL",15.47,15.47,0,1,1,15.47,0,"Payment Ok","2022-03-03 03:21:30"
