"Dealer ID",Code,"Total Point before this ","Membership Level","Subgroup ID","Subgroup Name",Quantity,Point,"Offer Point","Item Point","Item Point Should Membership Wise","Original Point Should Be","Amount Difference","Pay Status",Date
737,DPU-1114-336/2022,2566.2,CF,19,"LUCKY SEVEN SYN. ENAMEL",360,360,0,1,1.5,540,-180,"Down Paid","2022-03-15 10:52:40"
737,DPU-1114-336/2022,2566.2,CF,188,"MARELITE ACRO PRIMER",360,360,0,1,1.5,540,-180,"Down Paid","2022-03-15 10:52:40"
737,DPU-1114-336/2022,2566.2,CF,239,"THINNER T-1 GENERAL PURPOSE THINNER",360,0,0,0,0,0,0,"Payment Ok","2022-03-15 10:52:40"
737,DPU-1114-336/2022,2566.2,CF,3,"ACLOSE SEALER",360,360,0,1,1.5,540,-180,"Down Paid","2022-03-15 10:52:40"
737,DPU-1114-336/2022,2566.2,CF,2,"MASTER COAT",108,162,0,1.5,2,216,-54,"Down Paid","2022-03-15 10:52:40"
737,DPU-1114-369/2022,5482.2,CF,1,"SMOOTH EXTERIOR",18,18,0,1,1.5,27,-9,"Down Paid","2022-03-15 20:39:35"
737,DPU-1114-369/2022,5482.2,CF,3,"ACLOSE SEALER",3,3,0,1,1.5,4.5,-1.5,"Down Paid","2022-03-15 20:39:35"
737,DPU-1114-371/2022,5513.7,CF,2,"MASTER COAT",220,330,0,1.5,2,440,-110,"Down Paid","2022-03-15 21:36:41"
737,DPU-1114-371/2022,5513.7,CF,3,"ACLOSE SEALER",300,300,0,1,1.5,450,-150,"Down Paid","2022-03-15 21:36:41"
737,DPU-1114-372/2022,6403.7,CF,26,"REBELITE SPD",240,240,0,1,1.25,300,-60,"Down Paid","2022-03-15 21:50:33"
737,DPU-1114-372/2022,6403.7,CF,21,"PLASTELITE PLASTIC EMULSION",18,18,0,1,1.5,27,-9,"Down Paid","2022-03-15 21:50:33"
737,DPU-1114-372/2022,6403.7,CF,19,"LUCKY SEVEN SYN. ENAMEL",15,15,0,1,1.5,22.5,-7.5,"Down Paid","2022-03-15 21:50:33"
737,DPU-1114-372/2022,6403.7,CF,1,"SMOOTH EXTERIOR",20,20,0,1,1.5,30,-10,"Down Paid","2022-03-15 21:50:33"
737,DPU-1114-373/2022,6783.2,CF,2,"MASTER COAT",300,450,0,1.5,2,600,-150,"Down Paid","2022-03-15 21:52:04"
737,DPU-1114-373/2022,6783.2,CF,27,"ROOFING COMPOUND",18,54,0,3,4,72,-18,"Down Paid","2022-03-15 21:52:04"
737,DPU-1114-374/2022,7455.2,CF,21,"PLASTELITE PLASTIC EMULSION",72,72,0,1,1.5,108,-36,"Down Paid","2022-03-15 22:02:19"
737,DPU-1114-374/2022,7455.2,CF,44,"MASTER COAT EXTERIOR WALL SEALER",72,72,0,1,1.25,90,-18,"Down Paid","2022-03-15 22:02:19"
737,DPU-1114-374/2022,7455.2,CF,19,"LUCKY SEVEN SYN. ENAMEL",22,22,0,1,1.5,33,-11,"Down Paid","2022-03-15 22:02:19"
737,DPU-1114-374/2022,7455.2,CF,20,"MULTI-PURPOSE PUTTY WHITE",300,300,0,1,1.25,375,-75,"Down Paid","2022-03-15 22:02:19"
737,DPU-1114-375/2022,8061.2,CF,1,"SMOOTH EXTERIOR",300,300,0,1,1.5,450,-150,"Down Paid","2022-03-15 22:05:38"
737,DPU-1114-376/2022,8511.2,CF,3,"ACLOSE SEALER",72,72,0,1,1.5,108,-36,"Down Paid","2022-03-15 22:08:59"
737,DPU-1114-377/2022,8619.2,CF,19,"LUCKY SEVEN SYN. ENAMEL",273,273,0,1,1.5,409.5,-136.5,"Down Paid","2022-03-15 22:10:17"
737,DPU-1114-377/2022,8619.2,CF,1,"SMOOTH EXTERIOR",126,126,0,1,1.5,189,-63,"Down Paid","2022-03-15 22:10:17"
737,DPU-1114-378/2022,9217.7,CF,3,"ACLOSE SEALER",180,180,0,1,1.5,270,-90,"Down Paid","2022-03-15 22:11:32"
737,DPU-1114-379/2022,9487.7,CF,3,"ACLOSE SEALER",144,144,0,1,1.5,216,-72,"Down Paid","2022-03-15 22:16:10"
737,DPU-1114-379/2022,9487.7,CF,29,"SILK DE LUXE",34,51,0,1.5,2,68,-17,"Down Paid","2022-03-15 22:16:10"
737,DPU-1114-379/2022,9487.7,CF,19,"LUCKY SEVEN SYN. ENAMEL",10,10,0,1,1.5,15,-5,"Down Paid","2022-03-15 22:16:10"
737,DPU-1114-379/2022,9487.7,CF,239,"THINNER T-1 GENERAL PURPOSE THINNER",10,0,0,0,0,0,0,"Payment Ok","2022-03-15 22:16:10"
737,DPU-1114-380/2022,9786.7,CF,1,"SMOOTH EXTERIOR",11,11,0,1,1.5,16.5,-5.5,"Down Paid","2022-03-15 22:16:52"
737,DPU-1114-381/2022,9803.2,CF,2,"MASTER COAT",32,48,0,1.5,2,64,-16,"Down Paid","2022-03-15 22:41:14"
737,DPU-1114-389/2022,9867.2,CF,2,"MASTER COAT",22,33,0,1.5,2,44,-11,"Down Paid","2022-03-16 11:54:48"
737,DPU-1114-389/2022,9867.2,CF,21,"PLASTELITE PLASTIC EMULSION",22,22,0,1,1.5,33,-11,"Down Paid","2022-03-16 11:54:48"
737,DPU-1114-389/2022,9867.2,CF,3,"ACLOSE SEALER",54,54,0,1,1.5,81,-27,"Down Paid","2022-03-16 11:54:48"
737,DPU-1114-389/2022,9867.2,CF,19,"LUCKY SEVEN SYN. ENAMEL",7,7,0,1,1.5,10.5,-3.5,"Down Paid","2022-03-16 11:54:48"
737,DPU-1114-389/2022,9867.2,CF,239,"THINNER T-1 GENERAL PURPOSE THINNER",2,0,0,0,0,0,0,"Payment Ok","2022-03-16 11:54:48"
737,DPU-1114-393/2022,10035.7,CF,26,"REBELITE SPD",4,4,0,1,1.25,5,-1,"Down Paid","2022-03-16 15:29:24"
737,DPU-1114-394/2022,10040.7,CF,3,"ACLOSE SEALER",360,360,0,1,1.5,540,-180,"Down Paid","2022-03-16 15:38:53"
737,DPU-1114-394/2022,10040.7,CF,21,"PLASTELITE PLASTIC EMULSION",126,126,0,1,1.5,189,-63,"Down Paid","2022-03-16 15:38:53"
737,DPU-1114-395/2022,10769.7,CF,19,"LUCKY SEVEN SYN. ENAMEL",15,15,0,1,1.5,22.5,-7.5,"Down Paid","2022-03-16 15:41:45"
737,DPU-1114-395/2022,10769.7,CF,239,"THINNER T-1 GENERAL PURPOSE THINNER",5,0,0,0,0,0,0,"Payment Ok","2022-03-16 15:41:45"
737,DPU-1114-399/2022,10792.2,CF,21,"PLASTELITE PLASTIC EMULSION",19,19,0,1,1.5,28.5,-9.5,"Down Paid","2022-03-16 19:05:02"
737,DPU-1114-402/2022,10820.7,CF,186,"ELITE MARINE ZINC CHROMITE PRIMER",4,4,0,1,1.25,5,-1,"Down Paid","2022-03-16 19:59:05"
737,DPU-1114-402/2022,10820.7,CF,239,"THINNER T-1 GENERAL PURPOSE THINNER",4,0,0,0,0,0,0,"Payment Ok","2022-03-16 19:59:05"
737,DPU-1114-420/2022,10825.7,CF,27,"ROOFING COMPOUND",90,270,0,3,4,360,-90,"Down Paid","2022-03-17 19:49:28"
737,DPU-1114-420/2022,10825.7,CF,51,"SALT SEAL",18,54,0,3,4,72,-18,"Down Paid","2022-03-17 19:49:28"
737,DPU-1114-420/2022,10825.7,CF,1,"SMOOTH EXTERIOR",18,18,0,1,1.5,27,-9,"Down Paid","2022-03-17 19:49:28"
737,DPU-1114-420/2022,10825.7,CF,21,"PLASTELITE PLASTIC EMULSION",18,18,0,1,1.5,27,-9,"Down Paid","2022-03-17 19:49:28"
737,DPU-1114-433/2022,11311.7,CF,26,"REBELITE SPD",36,36,0,1,1.25,45,-9,"Down Paid","2022-03-19 12:57:17"
737,scan,11356.7,CF,,,scan,10,scan,scan,scan,10,0,"Payment Ok","2022-03-20 12:48:41"
737,scan,10,CF,,,scan,23,scan,scan,scan,23,0,"Payment Ok","2022-03-20 13:32:34"
737,DPU-1114-479/2022,23,CF,1,"SMOOTH EXTERIOR",113,113,0,1,1.5,169.5,-56.5,"Down Paid","2022-03-21 20:43:28"
737,DPU-1114-484/2022,192.5,CF,20,"MULTI-PURPOSE PUTTY WHITE",120,120,0,1,1.25,150,-30,"Down Paid","2022-03-22 08:44:12"
737,DPU-1114-484/2022,192.5,CF,21,"PLASTELITE PLASTIC EMULSION",25,25,0,1,1.5,37.5,-12.5,"Down Paid","2022-03-22 08:44:12"
737,DPU-1114-484/2022,192.5,CF,29,"SILK DE LUXE",25,37.5,0,1.5,2,50,-12.5,"Down Paid","2022-03-22 08:44:12"
737,DPU-1114-484/2022,192.5,CF,26,"REBELITE SPD",180,180,0,1,1.25,225,-45,"Down Paid","2022-03-22 08:44:12"
737,DPU-1114-484/2022,192.5,CF,51,"SALT SEAL",4,12,0,3,4,16,-4,"Down Paid","2022-03-22 08:44:12"
737,DPU-1114-485/2022,671,CF,26,"REBELITE SPD",180,180,0,1,1.25,225,-45,"Down Paid","2022-03-22 08:46:19"
737,DPU-1114-486/2022,896,CF,26,"REBELITE SPD",170,170,0,1,1.25,212.5,-42.5,"Down Paid","2022-03-22 08:50:33"
737,DPU-1114-490/2022,1108.5,CF,333,"ACTIVE INTERIOR SEALER",550,550,0,1,1.25,687.5,-137.5,"Down Paid","2022-03-22 22:25:32"
737,DPU-1114-490/2022,1108.5,CF,44,"MASTER COAT EXTERIOR WALL SEALER",180,180,0,1,1.25,225,-45,"Down Paid","2022-03-22 22:25:32"
737,DPU-1114-490/2022,1108.5,CF,19,"LUCKY SEVEN SYN. ENAMEL",91,91,0,1,1.5,136.5,-45.5,"Down Paid","2022-03-22 22:25:32"
737,DPU-1114-490/2022,1108.5,CF,21,"PLASTELITE PLASTIC EMULSION",550,550,0,1,1.5,825,-275,"Down Paid","2022-03-22 22:25:32"
737,DPU-1114-491/2022,2982.5,CF,43,"WALL PUTTY",100,100,0,1,1.25,125,-25,"Down Paid","2022-03-22 22:27:37"
737,DPU-1114-491/2022,2982.5,CF,20,"MULTI-PURPOSE PUTTY WHITE",60,60,0,1,1.25,75,-15,"Down Paid","2022-03-22 22:27:37"
737,DPU-1114-492/2022,3182.5,CF,1,"SMOOTH EXTERIOR",18,18,0,1,1.5,27,-9,"Down Paid","2022-03-22 22:28:49"
737,DPU-1114-568/2022,3209.5,CF,1,"SMOOTH EXTERIOR",40,60,0,1.5,1.5,60,0,"Payment Ok","2022-03-26 15:28:52"
737,DPU-1114-568/2022,3209.5,CF,45,"WALLELITE WATER SEALER-INTERIOR",144,180,0,1.25,1.25,180,0,"Payment Ok","2022-03-26 15:28:52"
737,DPU-1114-568/2022,3209.5,CF,44,"MASTER COAT EXTERIOR WALL SEALER",72,90,0,1.25,1.25,90,0,"Payment Ok","2022-03-26 15:28:52"
737,DPU-1114-568/2022,3209.5,CF,24,"QUICK DRYING ENAMEL",50,62.5,0,1.25,1.25,62.5,0,"Payment Ok","2022-03-26 15:28:52"
737,DPU-1114-568/2022,3209.5,CF,20,"MULTI-PURPOSE PUTTY WHITE",100,125,0,1.25,1.25,125,0,"Payment Ok","2022-03-26 15:28:52"
737,DPU-1114-586/2022,3727,CF,224,"SPD PESTAL BASE",180,225,0,1.25,1.25,225,0,"Payment Ok","2022-03-27 19:41:34"
737,DPU-1114-590/2022,3952,CF,219,"PLASTIC EMULSION PASTEL BASE",600,900,0,1.5,1.5,900,0,"Payment Ok","2022-03-27 21:42:50"
737,DPU-1114-591/2022,4852,CF,2,"MASTER COAT",91,182,0,2,2,182,0,"Payment Ok","2022-03-27 21:44:24"
737,DPU-1114-592/2022,5034,CF,3,"ACLOSE SEALER",91,136.5,0,1.5,1.5,136.5,0,"Payment Ok","2022-03-27 21:46:11"
737,DPU-1114-593/2022,5170.5,CF,3,"ACLOSE SEALER",73,109.5,0,1.5,1.5,109.5,0,"Payment Ok","2022-03-27 21:47:37"
737,DPU-1114-594/2022,5280,CF,27,"ROOFING COMPOUND",36,144,0,4,4,144,0,"Payment Ok","2022-03-27 21:52:04"
737,DPU-1114-594/2022,5280,CF,2,"MASTER COAT",15,30,0,2,2,30,0,"Payment Ok","2022-03-27 21:52:04"
737,DPU-1114-595/2022,5454,CF,219,"PLASTIC EMULSION PASTEL BASE",50,75,0,1.5,1.5,75,0,"Payment Ok","2022-03-27 21:53:29"
737,DPU-1114-596/2022,5529,CF,225,"SILK DE LUXE PASTEL BASE",60,120,0,2,2,120,0,"Payment Ok","2022-03-27 21:55:47"
737,DPU-1114-596/2022,5529,CF,20,"MULTI-PURPOSE PUTTY WHITE",60,75,0,1.25,1.25,75,0,"Payment Ok","2022-03-27 21:55:47"
737,DPU-1114-596/2022,5529,CF,19,"LUCKY SEVEN SYN. ENAMEL",4,6,0,1.5,1.5,6,0,"Payment Ok","2022-03-27 21:55:47"
737,DPU-1114-596/2022,5529,CF,333,"ACTIVE INTERIOR SEALER",18,22.5,0,1.25,1.25,22.5,0,"Payment Ok","2022-03-27 21:55:47"
737,DPU-1114-597/2022,5752.5,CF,333,"ACTIVE INTERIOR SEALER",72,90,0,1.25,1.25,90,0,"Payment Ok","2022-03-27 22:23:49"
737,DPU-1114-597/2022,5752.5,CF,219,"PLASTIC EMULSION PASTEL BASE",126,189,0,1.5,1.5,189,0,"Payment Ok","2022-03-27 22:23:49"
737,DPU-1114-597/2022,5752.5,CF,19,"LUCKY SEVEN SYN. ENAMEL",7,10.5,0,1.5,1.5,10.5,0,"Payment Ok","2022-03-27 22:23:49"
737,DPU-1114-598/2022,6042,CF,224,"SPD PESTAL BASE",90,112.5,0,1.25,1.25,112.5,0,"Payment Ok","2022-03-27 22:28:30"
737,DPU-1114-598/2022,6042,CF,19,"LUCKY SEVEN SYN. ENAMEL",12,18,0,1.5,1.5,18,0,"Payment Ok","2022-03-27 22:28:30"
737,DPU-1114-598/2022,6042,CF,1,"SMOOTH EXTERIOR",12,18,0,1.5,1.5,18,0,"Payment Ok","2022-03-27 22:28:30"
737,DPU-1114-624/2022,6190.5,CF,27,"ROOFING COMPOUND",36,144,0,4,4,144,0,"Payment Ok","2022-03-28 16:15:17"
737,DPU-1114-624/2022,6190.5,CF,26,"REBELITE SPD",12,15,0,1.25,1.25,15,0,"Payment Ok","2022-03-28 16:15:17"
737,scan,6349.5,CF,,,scan,65,scan,scan,scan,65,0,"Payment Ok","2022-03-28 19:13:19"
737,scan,65,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-03-29 20:17:11"
737,scan,110,CF,,,scan,65,scan,scan,scan,65,0,"Payment Ok","2022-03-30 19:27:32"
737,DPU-1114-695/2022,65,CF,26,"REBELITE SPD",300,375,0,1.25,1.25,375,0,"Payment Ok","2022-03-30 19:39:03"
737,DPU-1114-696/2022,440,CF,3,"ACLOSE SEALER",30,45,0,1.5,1.5,45,0,"Payment Ok","2022-03-30 19:40:01"
737,DPU-1114-696/2022,440,CF,2,"MASTER COAT",36,72,0,2,2,72,0,"Payment Ok","2022-03-30 19:40:01"
737,scan,557,CF,,,scan,110,scan,scan,scan,110,0,"Payment Ok","2022-03-31 17:42:12"
737,DPU-1114-722/2022,110,CF,215,"SMOOTH EXTERIOR PASTEL BASE",100,150,0,1.5,1.5,150,0,"Payment Ok","2022-03-31 20:43:14"
737,DPU-1114-722/2022,110,CF,26,"REBELITE SPD",1000,1250,0,1.25,1.25,1250,0,"Payment Ok","2022-03-31 20:43:14"
737,DPU-1114-724/2022,1510,CF,1,"SMOOTH EXTERIOR",50,75,0,1.5,1.5,75,0,"Payment Ok","2022-03-31 21:09:50"
737,DPU-1114-724/2022,1510,CF,26,"REBELITE SPD",20,25,0,1.25,1.25,25,0,"Payment Ok","2022-03-31 21:09:50"
737,DPU-1114-724/2022,1510,CF,45,"WALLELITE WATER SEALER-INTERIOR",36,45,0,1.25,1.25,45,0,"Payment Ok","2022-03-31 21:09:50"
737,scan,1655,CF,,,scan,135,scan,scan,scan,135,0,"Payment Ok","2022-03-31 21:10:27"
737,DPU-1114-731/2022,135,CF,26,"REBELITE SPD",36,45,0,1.25,1.25,45,0,"Payment Ok","2022-03-31 22:10:49"
737,DPU-1114-731/2022,135,CF,44,"MASTER COAT EXTERIOR WALL SEALER",36,45,0,1.25,1.25,45,0,"Payment Ok","2022-03-31 22:10:49"
737,DPU-1114-731/2022,135,CF,3,"ACLOSE SEALER",36,54,0,1.5,1.5,54,0,"Payment Ok","2022-03-31 22:10:49"
737,DPU-1114-731/2022,135,CF,24,"QUICK DRYING ENAMEL",36,45,0,1.25,1.25,45,0,"Payment Ok","2022-03-31 22:10:49"
737,DPU-1114-731/2022,135,CF,333,"ACTIVE INTERIOR SEALER",36,45,0,1.25,1.25,45,0,"Payment Ok","2022-03-31 22:10:49"
737,DPU-1114-731/2022,135,CF,219,"PLASTIC EMULSION PASTEL BASE",36,54,0,1.5,1.5,54,0,"Payment Ok","2022-03-31 22:10:49"
737,DPU-1114-732/2022,423,CF,219,"PLASTIC EMULSION PASTEL BASE",12,18,0,1.5,1.5,18,0,"Payment Ok","2022-03-31 22:12:10"
737,DPU-1114-732/2022,423,CF,26,"REBELITE SPD",90,112.5,0,1.25,1.25,112.5,0,"Payment Ok","2022-03-31 22:12:10"
737,DPU-1114-732/2022,423,CF,19,"LUCKY SEVEN SYN. ENAMEL",16,24,0,1.5,1.5,24,0,"Payment Ok","2022-03-31 22:12:10"
737,DPU-1114-733/2022,577.5,CF,29,"SILK DE LUXE",31,62,0,2,2,62,0,"Payment Ok","2022-03-31 22:13:13"
737,DPU-1114-734/2022,639.5,CF,224,"SPD PESTAL BASE",300,375,0,1.25,1.25,375,0,"Payment Ok","2022-03-31 22:14:08"
737,DPU-1114-735/2022,1014.5,CF,24,"QUICK DRYING ENAMEL",55,68.75,0,1.25,1.25,68.75,0,"Payment Ok","2022-03-31 22:14:51"
737,DPU-1114-736/2022,1083.25,CF,215,"SMOOTH EXTERIOR PASTEL BASE",112,168,0,1.5,1.5,168,0,"Payment Ok","2022-03-31 22:15:50"
737,DPU-1114-737/2022,1251.25,CF,224,"SPD PESTAL BASE",240,300,0,1.25,1.25,300,0,"Payment Ok","2022-03-31 22:17:13"
737,DPU-1114-738/2022,1551.25,CF,215,"SMOOTH EXTERIOR PASTEL BASE",54,81,0,1.5,1.5,81,0,"Payment Ok","2022-03-31 22:20:05"
737,DPU-1114-738/2022,1551.25,CF,216,"SMOOTH EXTERIOR TRANSPERANT BASE",54,81,0,1.5,1.5,81,0,"Payment Ok","2022-03-31 22:20:05"
737,DPU-1114-738/2022,1551.25,CF,1,"SMOOTH EXTERIOR",10,15,0,1.5,1.5,15,0,"Payment Ok","2022-03-31 22:20:05"
737,DPU-1114-738/2022,1551.25,CF,224,"SPD PESTAL BASE",72,90,0,1.25,1.25,90,0,"Payment Ok","2022-03-31 22:20:05"
737,DPU-1114-739/2022,1818.25,CF,3,"ACLOSE SEALER",36,54,0,1.5,1.5,54,0,"Payment Ok","2022-03-31 22:26:03"
737,DPU-1114-739/2022,1818.25,CF,2,"MASTER COAT",36,72,0,2,2,72,0,"Payment Ok","2022-03-31 22:26:03"
737,DPU-1114-740/2022,1944.25,CF,224,"SPD PESTAL BASE",180,225,0,1.25,1.25,225,0,"Payment Ok","2022-03-31 22:29:17"
737,DPU-1114-740/2022,1944.25,CF,19,"LUCKY SEVEN SYN. ENAMEL",16,24,0,1.5,1.5,24,0,"Payment Ok","2022-03-31 22:29:17"
737,DPU-1114-740/2022,1944.25,CF,21,"PLASTELITE PLASTIC EMULSION",6,9,0,1.5,1.5,9,0,"Payment Ok","2022-03-31 22:29:17"
737,DPU-1114-740/2022,1944.25,CF,1,"SMOOTH EXTERIOR",18,27,0,1.5,1.5,27,0,"Payment Ok","2022-03-31 22:29:17"
737,DPU-1114-740/2022,1944.25,CF,26,"REBELITE SPD",180,225,0,1.25,1.25,225,0,"Payment Ok","2022-03-31 22:29:17"
737,DPU-1114-741/2022,2454.25,CF,26,"REBELITE SPD",757,946.25,0,1.25,1.25,946.25,0,"Payment Ok","2022-03-31 22:29:52"
737,DPU-1114-742/2022,3400.5,CF,43,"WALL PUTTY",500,625,0,1.25,1.25,625,0,"Payment Ok","2022-03-31 22:33:57"
737,DPU-1114-742/2022,3400.5,CF,215,"SMOOTH EXTERIOR PASTEL BASE",234,351,0,1.5,1.5,351,0,"Payment Ok","2022-03-31 22:33:57"
737,DPU-1114-742/2022,3400.5,CF,20,"MULTI-PURPOSE PUTTY WHITE",60,75,0,1.25,1.25,75,0,"Payment Ok","2022-03-31 22:33:57"
737,DPU-1114-742/2022,3400.5,CF,24,"QUICK DRYING ENAMEL",20,25,0,1.25,1.25,25,0,"Payment Ok","2022-03-31 22:33:57"
737,DPU-1114-743/2022,4476.5,CF,43,"WALL PUTTY",125,156.25,0,1.25,1.25,156.25,0,"Payment Ok","2022-03-31 22:35:02"
737,DPU-1114-744/2022,4632.75,CF,333,"ACTIVE INTERIOR SEALER",180,225,0,1.25,1.25,225,0,"Payment Ok","2022-03-31 22:36:05"
737,DPU-1114-745/2022,4857.75,CF,26,"REBELITE SPD",36,45,0,1.25,1.25,45,0,"Payment Ok","2022-03-31 22:37:59"
737,DPU-1114-745/2022,4857.75,CF,43,"WALL PUTTY",150,187.5,0,1.25,1.25,187.5,0,"Payment Ok","2022-03-31 22:37:59"
737,DPU-1114-745/2022,4857.75,CF,215,"SMOOTH EXTERIOR PASTEL BASE",90,135,0,1.5,1.5,135,0,"Payment Ok","2022-03-31 22:37:59"
737,DPU-1114-746/2022,5225.25,CF,3,"ACLOSE SEALER",180,270,0,1.5,1.5,270,0,"Payment Ok","2022-03-31 22:39:36"
737,DPU-1114-746/2022,5225.25,CF,43,"WALL PUTTY",625,781.25,0,1.25,1.25,781.25,0,"Payment Ok","2022-03-31 22:39:36"
737,DPU-1114-747/2022,6276.5,CF,333,"ACTIVE INTERIOR SEALER",180,225,0,1.25,1.25,225,0,"Payment Ok","2022-03-31 22:42:24"
737,DPU-1114-791/2022,6501.5,CF,44,"MASTER COAT EXTERIOR WALL SEALER",54,67.5,0,1.25,1.25,67.5,0,"Payment Ok","2022-04-03 14:30:37"
737,DPU-1114-791/2022,6501.5,CF,24,"QUICK DRYING ENAMEL",12,15,0,1.25,1.25,15,0,"Payment Ok","2022-04-03 14:30:37"
737,DPU-1114-792/2022,6584,CF,21,"PLASTELITE PLASTIC EMULSION",9,13.5,0,1.5,1.5,13.5,0,"Payment Ok","2022-04-03 14:33:07"
737,DPU-1114-792/2022,6584,CF,45,"WALLELITE WATER SEALER-INTERIOR",3.6,4.5,0,1.25,1.25,4.5,0,"Payment Ok","2022-04-03 14:33:07"
737,DPU-1114-792/2022,6584,CF,44,"MASTER COAT EXTERIOR WALL SEALER",3.6,4.5,0,1.25,1.25,4.5,0,"Payment Ok","2022-04-03 14:33:07"
737,DPU-1114-793/2022,6606.5,CF,1,"SMOOTH EXTERIOR",5,7.5,0,1.5,1.5,7.5,0,"Payment Ok","2022-04-03 14:34:03"
737,DPU-1114-793/2022,6606.5,CF,26,"REBELITE SPD",36,45,0,1.25,1.25,45,0,"Payment Ok","2022-04-03 14:34:03"
737,scan,6659,CF,,,scan,100,scan,scan,scan,100,0,"Payment Ok","2022-04-03 17:06:42"
737,scan,100,CF,,,scan,65,scan,scan,scan,65,0,"Payment Ok","2022-04-03 17:15:26"
737,scan,65,CF,,,scan,100,scan,scan,scan,100,0,"Payment Ok","2022-04-03 17:17:03"
737,scan,100,CF,,,scan,100,scan,scan,scan,100,0,"Payment Ok","2022-04-03 17:17:37"
737,DPU-1114-908/2022,100,CF,19,"LUCKY SEVEN SYN. ENAMEL",4,6,0,1.5,1.5,6,0,"Payment Ok","2022-04-09 13:33:11"
737,DPU-1114-908/2022,100,CF,21,"PLASTELITE PLASTIC EMULSION",18,27,0,1.5,1.5,27,0,"Payment Ok","2022-04-09 13:33:11"
737,DPU-1114-908/2022,100,CF,2,"MASTER COAT",7,14,0,2,2,14,0,"Payment Ok","2022-04-09 13:33:11"
737,scan,147,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-04-09 19:16:32"
737,scan,12,CF,,,scan,65,scan,scan,scan,65,0,"Payment Ok","2022-04-09 19:16:57"
737,scan,65,CF,,,scan,65,scan,scan,scan,65,0,"Payment Ok","2022-04-09 19:17:31"
737,scan,65,CF,,,scan,135,scan,scan,scan,135,0,"Payment Ok","2022-04-09 19:18:15"
737,scan,135,CF,,,scan,135,scan,scan,scan,135,0,"Payment Ok","2022-04-09 19:18:42"
737,scan,135,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-04-09 19:19:04"
737,scan,12,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-04-09 19:19:36"
737,scan,12,CF,,,scan,65,scan,scan,scan,65,0,"Payment Ok","2022-04-09 19:19:54"
737,scan,65,CF,,,scan,65,scan,scan,scan,65,0,"Payment Ok","2022-04-09 19:20:11"
737,scan,65,CF,,,scan,12,scan,scan,scan,12,0,"Payment Ok","2022-04-09 19:20:29"
737,scan,12,CF,,,scan,65,scan,scan,scan,65,0,"Payment Ok","2022-04-09 19:20:48"
737,scan,65,CF,,,scan,65,scan,scan,scan,65,0,"Payment Ok","2022-04-09 19:21:04"
737,scan,65,CF,,,scan,65,scan,scan,scan,65,0,"Payment Ok","2022-04-09 19:21:18"
